"Clr","Dedr","Age","Brt","Dwt","Value","HP","Stroke","Code1"
604302,150000,25,17525,16373,4e+07,29999,0,3
189990,50000,4,4000,5400,6300000,5384,1,2
166600,50000,4,4000,5400,6300000,5384,1,2
151445,50000,4,4000,5400,6300000,5384,1,2
120006,50000,4,4000,5400,6300000,5384,1,2
144440,75000,17,6755,8711,10550000,5846,1,7
1721857,150000,1,56853,21484,4e+07,17510,0,2
276890,150000,21,33369,12165,7e+06,11200,0,2
276454,150000,21,33369,12165,7e+06,11200,0,2
101040,40000,15,5359,7859,6300000,5638,0,6
520000,85000,23,16872,21794,5e+06,14999,0,2
390478,250000,16,25982,43648,7e+06,9680,0,1
514754,250000,4,26044,45426,1.4e+07,9750,0,1
131711,75000,11,24248,39749,13200000,11450,1,6
120000,75000,11,24248,39749,13200000,11450,1,6
995000,75000,11,24248,39749,13200000,11450,1,6
775000,75000,9,24248,39645,14400000,11400,0,6
362893,99999,20,3080,1120,11400000,8400,1,9
449999,99999,14,4294,2706,24800000,12064,1,9
112982,50000,5,2449,1100,1.6e+07,5476,1,9
1300000,1e+05,3,62619,113333,28810000,16400,0,6
3105565,150000,14,79544,152385,36500000,18850,0,6
302482,150000,15,23306,35532,1.4e+07,13134,0,1
219200,75000,12,43398,84040,2.4e+07,10900,0,6
160104,50000,17,28017,50600,1.9e+07,12236,0,6
99876,50000,3,28909,45457,2.7e+07,10500,0,6
1050000,250000,7,34364,44236,2.4e+07,15638,0,2
750000,250000,3,30840,39495,3e+07,15226,0,2
180304,125000,7,17751,27892,2.5e+07,9612,0,6
411436,1e+05,17,37814,53726,10983769,28845,0,3
189613,1e+05,17,37814,53726,10983769,28845,0,3
1010362,1e+05,21,31207,30684,5819877,29026,0,3
262123,1e+05,30,24907,27905,3430000,17100,0,3
267968,1e+05,30,24907,27905,3430000,17100,0,3
144107,1e+05,24,51982,49730,4665240,26640,0,3
438350,1e+05,13,50538,59285,37649914,36000,0,3
2788508,1e+05,6,51931,60348,31453470,48280,0,3
254587,1e+05,4,80942,88669,60670261,59290,0,3
152269,1e+05,4,31333,37842,23783742,39263,0,3
357427,1e+05,4,31333,37842,23783742,39263,0,3
170000,1e+05,4,31333,37842,23783742,39263,0,3
321940,1e+05,4,31333,37845,39667385,39263,0,3
154482,1e+05,4,31333,37845,39667385,39263,0,3
155958,1e+05,4,31333,38170,23783742,39263,0,3
153277,1e+05,4,31333,37845,40112231,39263,0,3
154777,1e+05,4,31333,38170,23783742,39263,0,3
368538,1e+05,3,66526,67902,54976601,74637,0,3
361581,75000,9,15806,22625,25600000,10680,0,6
301145,150000,9,66671,123848,66668000,20000,0,6
560000,150000,5,71850,124788,66668000,27000,0,6
385000,150000,10,77352,141200,67500000,15650,0,6
350000,150000,10,77352,141200,67500000,15650,0,6
141670,1e+05,18,9092,8900,1.2e+07,7680,0,2
165063,1e+05,18,9092,8900,1.2e+07,7680,0,2
162148,1e+05,18,9092,8900,1.2e+07,7680,0,2
221242,1e+05,10,7944,11155,1.2e+07,16212,1,2
1915617,2e+05,7,23197,37221,5e+07,14167,0,6
1002447,2e+05,18,15829,24728,1.6e+07,7890,0,6
317940,2e+05,18,15829,24728,1.6e+07,7890,0,6
10052189,1500000,15,47262,6405,1.8e+08,31962,0,8
2578951,1500000,9,55451,7637,2.2e+08,46833,1,8
159497,1e+05,12,43398,84040,2.2e+07,10900,0,6
212500,112500,13,27793,46538,2.8e+07,8950,0,6
322498,1e+05,12,76992,146244,4.2e+07,14085,0,6
390544,1e+05,10,56021,102262,4e+07,14891,0,6
1504926,135000,26,24224,37518,7500000,13300,0,1
431751,135000,21,16021,27139,4500000,10550,0,1
230347,135000,22,49827,87158,1.1e+07,15960,0,6
464154,1e+05,15,28805,45295,1.2e+07,9880,0,1
171250,70000,3,39161,73035,2.6e+07,11220,0,1
171250,70000,3,39161,73035,2.6e+07,11220,0,1
136148,1e+05,17,52755,51648,33400000,24946,0,3
275000,75000,17,18155,26820,13300000,11829,0,7
175000,125000,15,39131,63765,12800000,13440,0,6
188455,1e+05,10,58959,108153,33333500,13092,0,6
1265616,1e+05,12,57450,100019,16750000,13770,0,6
208071,1e+05,11,57450,100310,15120000,16070,0,6
896213,1e+05,12,59289,106679,16750000,15300,0,6
4e+05,1e+05,12,26162,37700,15410000,8910,0,6
825000,350000,3,77104,8800,3e+08,68928,1,8
254495,125000,11,58086,111587,21600000,14341,0,6
770000,1e+05,23,22600,38888,3e+06,11556,0,1
310610,160000,29,15380,25300,3e+06,12000,0,6
98313,50000,19,23144,37994,7200000,10500,0,1
200011,99999,19,35911,63883,5200000,12600,0,1
1971944,150000,12,58086,106679,18400000,14341,0,6
520000,70000,25,5317,7526,3700000,7200,1,7
915540,1e+05,23,23239,31555,4800000,15200,0,2
1988508,350000,4,75338,8530,2.68e+08,79940,1,8
379850,175000,17,45278,76273,14400000,15200,0,1
425000,175000,17,37884,67980,1.2e+07,16568,0,6
175130,75000,18,10937,16354,6e+06,7200,0,6
86690,50000,4,17295,22800,18200000,22024,0,3
834501,75000,17,14348,23286,7700000,7020,1,2
459555,150000,20,77704,134089,1.8e+07,21000,0,6
2350022,75000,26,9737,5350,4e+06,10400,1,3
367279,1e+05,8,16043,20194,1.4e+07,16797,0,3
249617,1e+05,10,21053,30078,15200000,15680,0,3
2114893,125000,1,41428,70018,2.5e+07,14661,0,1
182987,50000,8,7249,7276,8e+06,6933,0,2
277544,50000,17,7857,11546,19100000,3800,1,1
81972,50000,17,7857,11546,19100000,3800,1,1
152023,65000,10,13237,17175,5680000,10809,0,2
138136,65000,9,13237,17546,6013000,10808,0,2
157376,65000,8,13258,17493,6213000,10808,0,2
527098,85000,18,43332,53325,18666667,47520,0,3
173023,85000,16,39892,43567,18891666,31480,0,3
4595019,125000,17,32908,22454,82729874,26400,1,3
130000,75000,2,24252,38615,14800000,11400,0,6
293000,75000,2,24252,39768,17600000,11400,0,6
2e+05,75000,10,11086,4711,1.2e+07,18000,1,3
5e+05,3e+05,1,89600,91676,1e+08,16314,0,6
225000,75000,27,23076,38708,9e+06,8750,0,1
312129,150000,19,43332,53310,2e+07,47520,0,3
188724,50000,4,7606,5656,16800000,10060,1,3
147991,85000,26,13743,22312,4500000,8000,1,1
5017846,65000,16,28292,48200,1.2e+07,11555,0,6
139412,65000,16,28292,48200,1.2e+07,11555,0,6
171578,1e+05,5,36559,70281,21200000,12500,0,1
635566,4e+05,18,46087,6135,9.6e+07,29499,0,8
216405,75000,7,7950,12196,2e+07,6458,0,7
1358393,50000,23,3898,2066,1.2e+07,16800,1,9
178911,125000,21,31926,58327,11500000,14400,0,6
1472230,50000,5,16041,26411,10500000,8261,0,1
155650,1e+05,10,21941,39110,6476000,6715,0,1
169065,1e+05,12,11821,16137,2.3e+07,7920,0,7
193892,75000,17,3986,6025,5e+06,4000,1,2
282825,1e+05,12,21907,28261,3.5e+07,14194,0,7
290026,75000,8,6107,7569,19500000,7382,1,7
6300000,1e+05,16,52862,94941,18500000,14700,0,6
744777,125000,4,5902,350,37140000,39152,1,4
918562,150000,19,22772,39270,1.9e+07,15000,0,6
450000,150000,20,22772,39273,1.9e+07,15000,0,6
356577,250000,11,44398,42276,4e+07,10050,0,2
606616,250000,1,29103,23575,4e+07,17646,0,2
340318,250000,6,35998,51733,4e+07,15662,0,1
325891,250000,17,27470,39239,33400000,10970,0,1
419736,250000,17,27470,39239,33400000,10970,0,1
1e+06,1e+05,21,3875,6243,6e+06,4400,1,1
312940,2e+05,36,11209,3043,1.6e+07,16740,1,8
549900,150000,10,78710,138105,25600000,17578,0,6
5e+05,150000,3,87827,154390,6e+07,24220,0,6
306160,1e+05,7,8407,5866,7500000,8157,1,3
651036,150000,6,81151,161059,2.4e+07,21371,0,1
239454,150000,15,31255,47980,1.3e+07,12800,0,1
2357693,5e+05,23,153124,323100,1e+07,35505,0,6
552640,4e+05,10,45032,55799,4.1e+07,15988,0,7
930075,2e+05,28,26097,22040,2.3e+07,16800,0,7
378138,40000,12,2637,3118,1.8e+07,6602,1,9
105570,25000,23,40542,35098,10500000,27900,0,3
105570,25000,23,40542,35098,10500000,27900,0,3
373875,1e+05,18,37168,60550,27350000,11900,0,1
224835,75000,18,12615,9472,9400000,11600,0,2
191710,1e+05,15,49750,15528,2.4e+07,10070,0,2
181670,75000,26,8182,13114,4e+06,8483,0,6
140084,50000,8,15908,26481,2e+07,17674,0,3
246939,50000,9,14961,23178,16670000,15131,0,3
110000,50000,15,1997,2060,7200000,5360,1,9
1486806,50000,4,2598,2756,2.3e+07,15000,1,9
2e+05,50000,4,2598,2756,2.3e+07,15000,1,9
361066,150000,9,37550,70456,2.2e+07,9609,0,1
147195,1e+05,14,42447,12763,1.5e+07,14400,0,2
182358,75000,8,38479,73350,13300000,12300,0,1
525000,75000,7,26381,47574,1.4e+07,12060,0,1
275000,75000,24,14991,22329,2450000,11550,0,2
534328,1e+05,16,18625,28640,7680000,11828,0,6
162378,1e+05,16,28805,45295,1e+07,9880,0,1
151965,1e+05,8,38679,70000,15780000,12260,0,1
358534,75000,5,16794,28426,8700000,7795,0,1
250911,150000,13,31276,48263,1.3e+07,12800,0,1
342589,1e+05,15,14937,23050,9200000,9035,0,6
258482,126180,6,16801,23028,9055761,18109,0,3
1701509,3e+05,5,155051,322457,5e+07,29450,0,1
1411308,50000,12,153644,285715,23066400,25155,0,6
750000,50000,11,77931,142031,19866000,16585,0,6
750000,50000,11,77931,142031,19866000,16585,0,6
180726,1e+05,10,77931,142031,20534000,16585,0,6
326290,1e+05,11,149945,284317,24134000,19509,0,6
848425,1e+05,11,149945,282057,24134000,19509,0,6
190438,1e+05,10,89004,169146,25334000,18850,0,1
125000,50000,10,89004,169146,25466400,18843,0,1
405182,1e+05,4,157976,311286,61163636,31920,0,6
2100000,1e+05,2,159397,298620,51733334,34650,0,6
582037,1e+05,9,144652,258091,27466400,23090,0,6
250000,1e+05,7,144149,275616,31739555,29692,0,6
842792,90000,21,43576,77673,8e+06,15800,0,1
225000,125000,18,90747,149863,7e+06,21500,0,1
180500,1e+05,22,49809,88821,9e+06,15000,1,6
333232,75000,3,20775,14413,3e+07,17009,1,3
1216224,250000,14,72129,126491,32800000,17750,0,6
160000,1e+05,2,37838,57017,4.8e+07,17160,0,4
355730,3e+05,8,153483,269999,21550104,31920,0,6
162817,100944,0,25371,33500,31701000,26915,0,3
611871,1e+05,22,22943,37405,7200000,11700,1,6
175000,1e+05,11,52164,96648,2e+07,14580,0,6
2e+05,50000,18,7731,3400,4.4e+07,4352,1,9
250000,50000,18,7731,3400,4.4e+07,4352,1,9
250000,50000,20,6409,6700,4.4e+07,5199,1,9
450000,50000,20,6409,6700,4.4e+07,5199,1,9
106668,50000,19,4905,1530,16800000,13100,1,9
550000,50000,18,5991,2232,20800000,11250,1,9
225000,50000,22,739,850,2400000,2480,1,9
612377,150000,21,29763,41819,24800000,14000,0,6
415015,25000,27,1332,1169,4760000,7040,1,9
517520,25000,28,630,508,1480000,5600,1,9
134451,25000,26,1329,1930,2800000,4200,1,9
423169,150000,7,26756,43991,8100000,8730,0,1
287000,250000,9,153332,279995,23400000,29099,0,6
352298,250000,2,157814,299543,40920000,34624,0,6
1665980,250000,12,153347,285640,17700000,22660,0,6
468187,250000,10,153437,286006,20700000,28747,0,6
350000,2e+05,20,14627,23016,13600000,10500,0,6
154654,80000,10,5480,9028,11300000,5155,0,6
628409,90000,9,10000,16710,17600000,8973,1,6
337289,90000,7,11500,17078,16200000,8973,1,6
135000,85000,10,6262,10530,12900000,5030,0,6
1020335,187250,7,10369,17460,28666667,8157,1,6
503719,1e+05,24,16680,18606,8e+06,17400,0,3
160000,1e+05,4,39174,40881,42630000,34553,0,3
587055,1e+05,26,29040,21653,6500000,30400,1,3
350000,1e+05,16,40447,40744,2.5e+07,23690,0,3
184471,1e+05,13,35958,42976,26800000,28350,0,3
290557,1e+05,16,41023,40009,21120000,29750,0,3
1008035,150000,4,50698,62229,44250000,58554,0,3
141000,70000,10,14858,20270,15400000,12970,0,3
147576,55000,4,4150,4950,6300000,5384,1,2
175000,75000,17,6867,9129,1.2e+07,6320,1,7
125000,75000,1,26626,34717,24750000,29308,0,3
466124,75000,1,26626,34717,24750000,29327,0,3
307686,75000,5,16281,22361,2.1e+07,18120,0,3
124030,75000,5,16281,22352,2.1e+07,18120,0,3
441194,65000,7,10749,14148,9912000,9421,0,3
325000,75000,16,16282,27350,12600000,7206,0,6
525000,250000,8,10584,10282,8650000,15515,0,2
600862,250000,18,24942,42833,7e+06,7965,0,1
650000,250000,2,76567,125827,7.1e+07,23280,0,6
6812011,3e+05,28,71822,50746,4e+07,30399,0,7
311737,150000,23,30995,44016,4e+06,15200,0,2
227514,150000,23,30995,44016,4e+06,15200,0,2
1372821,150000,2,56853,21484,3.8e+07,17510,0,2
670273,350000,23,88971,65674,1.2e+08,35999,0,7
951844,350000,23,88971,65674,1.2e+08,35999,0,7
325000,1e+05,25,19917,34290,6e+06,11900,0,1
1223170,150000,14,36520,70227,11200000,9750,0,1
212641,1e+05,9,10396,12854,1.2e+07,11964,1,3
2775793,85000,18,21551,32813,8400000,11093,0,1
979145,85000,20,16511,21894,4800000,11200,0,2
125000,75000,0,17050,28000,13600000,7953,0,1
2202347,150000,11,13049,13930,1.8e+07,20338,0,2
2e+05,1e+05,15,7955,13749,12800000,3500,0,6
569961,1e+05,16,52524,84395,9200000,19080,0,6
170000,1e+05,21,45067,75395,6700000,16500,0,1
190658,1e+05,21,45777,78532,6700000,15400,0,1
231978,150000,16,23306,35532,1.4e+07,13134,0,1
250000,150000,5,37695,72495,2.5e+07,13900,0,1
250000,1e+05,5,57947,107261,30150000,17400,0,6
359118,250000,8,34364,44236,2.4e+07,15638,0,2
403050,250000,8,34364,44285,2.4e+07,15600,0,1
8e+05,250000,3,30745,39500,3e+07,15226,0,2
5e+05,1e+05,20,33405,38351,8910945,23800,0,3
505000,1e+05,20,33405,37581,9254899,23800,0,3
225000,1e+05,26,52007,49262,7241774,53600,0,3
177810,1e+05,25,51982,49730,4665240,26640,0,3
405000,1e+05,14,50538,59285,33926876,36000,0,3
276490,1e+05,5,80942,88669,58851211,80676,0,3
204630,1e+05,5,31333,37845,37661565,39263,0,3
150000,1e+05,5,31333,37845,37661565,39263,0,3
410000,1e+05,5,31333,38170,21595135,39263,0,3
2e+05,150000,20,13998,9649,3500000,7770,0,3
225000,175000,10,91188,172972,12480000,18880,0,1
167225,112500,14,27793,46538,2.8e+07,8950,0,6
312500,112500,14,27793,46538,2.8e+07,8950,0,6
312500,112500,14,27793,46538,2.8e+07,8055,0,6
248786,112500,14,27793,46538,2.8e+07,8055,0,6
356466,112500,13,27793,46538,2.8e+07,8055,0,6
625000,1e+05,2,80654,83370,50012608,89570,0,3
654000,150000,17,23271,34752,1.2e+07,11284,0,1
3250000,5e+05,2,90090,8900,3.84e+08,67975,0,8
4700000,5e+05,2,90280,8500,3.84e+08,78851,0,8
3300000,5e+05,2,88000,9100,3.84e+08,78851,0,8
2332050,150000,21,15259,25912,6e+06,11225,0,6
653734,150000,20,15163,23745,5e+06,10120,0,6
914980,14980,17,31356,4110,4e+07,26648,1,5
497749,75000,7,7451,10812,9600000,9992,1,2
103225,50000,9,10012,13941,1.3e+07,6032,1,6
270000,150000,21,77704,134089,1.6e+07,21000,0,6
20692205,5e+05,42,76049,13960,6.5e+07,40761,0,8
363034,150000,15,3264,285,9600000,4540,1,8
125000,65000,11,13237,17175,5400000,10809,0,2
115684,65000,17,28292,48200,1.2e+07,11555,0,6
112846,65000,17,28292,48200,1.2e+07,11555,0,6
74470,40000,21,8773,11538,8e+06,8157,1,6
63829,10000,22,314,90,1800000,3440,1,4
52152,10000,22,283,75,1800000,3440,1,4
1164994,1e+05,12,80000,136517,3e+07,22758,0,6
280000,1e+05,15,59289,106667,22780000,13820,0,6
3e+05,1e+05,13,26162,37700,15410000,8910,0,6
372578,125000,6,85315,167102,28800000,22902,0,1
604257,1e+05,8,81272,161010,22400000,19487,0,1
1050000,1e+05,7,17977,28149,1e+07,7770,0,1
1775000,75000,21,5984,7230,5200000,6325,0,7
1775000,75000,21,6356,7850,5e+06,3650,1,7
304207,75000,22,13184,22259,6e+06,8040,0,6
418661,50000,6,39000,73300,16800000,12100,0,1
125577,75000,22,1838,2950,2e+06,2700,1,6
256710,90000,16,2796,3444,6e+06,3420,1,7
590000,90000,11,3676,4630,1e+07,4400,1,7
476500,1e+05,13,14406,16950,3e+07,15288,0,2
175000,1e+05,12,14406,16950,1.8e+07,13758,0,2
125689,90000,5,6000,5000,1.6e+07,6118,1,7
350000,1e+05,11,7944,11054,1.1e+07,14592,1,2
331415,1e+05,11,7944,11155,1.1e+07,16212,1,2
210475,1e+05,11,7944,11155,1.1e+07,16212,1,2
184150,1e+05,11,7944,11155,1.1e+07,16212,1,2
145500,1e+05,11,5084,6000,4250000,5495,1,2
3e+05,250000,7,163882,300361,42400000,30240,0,6
740000,90000,8,26449,47639,16100000,9976,0,1
135620,1e+05,10,45993,83155,1.9e+07,10900,0,1
161200,50000,5,7606,5758,1.2e+07,10196,1,3
375397,50000,5,7606,5758,1.2e+07,10196,1,3
153235,50000,26,8545,4600,1500000,6100,0,3
138656,50000,5,17295,22800,17500000,22024,0,3
160900,75000,19,13277,17300,5600000,8000,0,2
113777,50000,20,17210,22351,3850000,15225,0,2
693604,125000,17,40772,12893,1.5e+07,11950,0,2
344962,150000,23,89421,129009,33333500,40999,0,1
180000,1e+05,2,82650,152244,5.6e+07,22799,0,6
202609,1e+05,11,58959,108153,33500000,13092,0,6
237175,1e+05,17,70434,124472,30150000,18620,0,6
9e+05,1e+05,17,70434,124472,30150000,18620,0,6
160000,1e+05,17,70434,124472,30150000,18620,0,6
1800000,1e+05,17,70434,124472,30150000,18620,0,6
450000,1e+05,17,70434,124472,30150000,18620,0,6
525000,125000,16,39131,63765,11400000,13440,0,6
282745,125000,16,39212,63765,11400000,13440,0,6
225000,125000,12,22607,40395,11840000,10401,0,6
462033,125000,7,26218,40727,19040000,11302,0,6
460581,175000,18,44921,76297,7600000,15188,0,1
254018,175000,18,45278,76273,7600000,15200,0,1
884522,175000,16,37884,67980,9600000,16500,0,6
5e+05,150000,7,85706,164303,3.1e+07,21658,0,1
141391,50000,22,50681,28676,3.7e+07,18353,0,2
304876,50000,21,50681,28566,3.7e+07,18355,0,2
108879,50000,20,28116,12466,26800000,10800,0,2
152785,50000,0,57112,22620,4.4e+07,22187,0,2
480969,1e+05,11,41189,74928,16500000,9850,0,1
2036992,150000,3,81151,159959,5e+07,20700,0,6
354790,150000,14,77870,142031,2.5e+07,16175,0,6
211519,92500,1,30049,51000,2e+07,11665,0,1
750000,150000,18,43332,53325,21600000,47520,0,3
190000,90000,20,6136,6666,4e+06,7890,0,2
430000,1e+05,4,72132,126650,7e+07,27218,0,6
194718,1e+05,4,71370,126650,58400000,27218,0,6
310000,1e+05,10,52348,95029,2.2e+07,14580,0,6
435000,2e+05,1,23197,37518,5e+07,15015,0,6
950000,2e+05,15,22637,40272,1.6e+07,10944,0,6
162738,125000,1,61760,79000,33333500,17947,0,6
203240,1e+05,18,22563,37660,8e+06,8150,0,6
98947,50000,18,7857,11546,19100000,3800,1,1
95253,50000,18,7857,11546,19100000,3800,1,1
215000,50000,18,7857,11546,19100000,3800,1,1
126282,75000,18,19385,30027,1e+07,11520,0,1
99577,50000,9,7249,7276,8e+06,6933,0,2
552413,137500,10,39265,66895,3.5e+07,9750,0,6
305228,137500,8,38792,68232,3.2e+07,14087,0,6
730000,1e+05,16,45104,80745,23450000,12853,0,6
235000,1e+05,16,45104,80745,23450000,12853,0,6
794584,175000,9,81120,161587,2.8e+07,20962,0,1
1841175,150000,14,36781,69406,1.2e+07,9330,0,1
308198,175000,4,87523,171997,38400000,22902,0,1
507397,125000,7,53074,98805,4e+07,19098,0,6
3650000,150000,0,80620,159055,5.2e+07,25320,0,6
4e+05,150000,14,143941,276210,2.6e+07,24890,0,6
2079439,75000,4,28074,48893,2.5e+07,8898,0,1
173745,125000,21,23174,34250,1e+07,12100,0,6
650000,1e+05,17,25956,45263,9800000,10300,0,1
130243,1e+05,4,28886,45513,18900000,9450,0,6
265000,1e+05,19,17056,28098,3151000,11520,0,1
150000,1e+05,0,43000,69000,29500000,13820,0,6
357801,125000,15,26113,44987,12880000,11147,0,6
304055,125000,10,38653,68623,19320000,12230,0,6
115000,75000,25,9698,5482,2750000,10400,1,3
450000,150000,3,67140,39423,51400000,28468,0,2
3e+05,150000,7,72708,47144,48700000,30439,0,3
4e+05,150000,19,66635,44080,26700000,32940,0,3
475000,75000,0,12300,19000,3.5e+07,11640,0,6
425000,150000,4,87827,154390,6e+07,24234,0,6
1143900,2e+05,37,11209,4043,1.2e+07,16740,1,8
709743,1e+05,14,78956,146184,4e+07,17600,0,6
156183,1e+05,13,52512,94993,2e+07,12240,0,6
175000,125000,19,6930,10849,5600000,4050,0,2
225000,150000,10,23200,36800,5.4e+07,14160,0,6
850000,150000,9,23100,36753,5.6e+07,14193,0,6
272465,150000,21,15393,26300,3500000,11216,0,6
260000,60000,9,14619,20250,12285000,11148,0,3
7e+05,5e+05,10,160214,306430,4.7e+07,31500,0,6
750000,5e+05,17,175720,364767,2.5e+07,24858,0,1
7e+05,5e+05,23,188728,360700,1.7e+07,40900,0,6
2216780,2e+05,14,11191,12794,1.6e+07,9870,0,7
250000,2e+05,14,11191,12794,1.3e+07,9870,0,7
425000,175000,11,81135,141861,28400000,18850,0,6
125000,75000,8,7955,12135,1.6e+07,6458,0,7
150000,75000,26,44775,49880,6700000,23200,0,7
450000,250000,5,36008,51800,4e+07,15600,0,2
350000,250000,6,36008,51800,4e+07,15662,0,2
336086,1e+05,23,12688,14602,13350000,9900,0,2
450000,250000,22,25063,38771,2e+07,11900,0,2
254300,1e+05,12,2920,4059,9350000,2379,1,6
7e+05,1e+05,27,19426,23365,3e+07,11600,0,1
1880000,130000,5,57950,109277,5.5e+07,21127,0,6
195701,135000,19,24729,41503,10500000,11200,0,1
955000,75000,12,16722,28451,10560000,6630,0,1
330000,1e+05,21,21057,42010,4400000,11200,0,6
316417,250000,17,28805,45295,33400000,9880,0,1
157390,75000,7,17209,28249,8100000,7200,0,1
140000,1e+05,16,23761,34380,1e+07,14071,0,3
335000,250000,30,25615,9652,3e+06,13200,0,2
5e+05,250000,30,25615,9652,3e+06,13200,0,2
625000,250000,30,25615,9652,3e+06,13200,0,2
122338,50000,6,23896,30291,23340000,24390,0,3
209750,120000,21,35417,64931,6e+06,14400,0,1
350000,3e+05,14,31255,47980,1.5e+07,12796,0,1
250000,1e+05,5,157976,311286,5.2e+07,31920,0,6
175000,1e+05,5,157976,311189,5.2e+07,31920,0,6
2e+05,1e+05,3,159463,298824,58980000,30797,0,6
150000,1e+05,3,81230,159057,4e+07,22920,0,6
350000,1e+05,12,149945,284497,29333333,19509,0,6
2e+05,1e+05,10,147580,260619,2.2e+07,24252,0,6
4e+05,1e+05,12,77931,142031,17466666,16585,0,6
5100000,1e+05,2,79525,139100,41493333,16820,0,6
3e+05,2e+05,19,85504,160993,1e+07,15240,0,1
538404,1e+05,19,18627,19943,5500000,21000,1,3
150414,1e+05,19,17056,27631,8e+06,11520,0,1
174444,1e+05,19,17056,27631,8500000,11520,0,1
271055,1e+05,11,9820,10466,1.3e+07,12460,0,2
925000,1e+05,1,57301,105600,4.9e+07,13856,0,6
550000,150000,4,10297,5200,4.4e+07,18244,1,9
450000,150000,5,9456,5200,4.4e+07,18244,1,9
3e+05,175000,21,70803,135169,6500000,16100,0,1
250000,175000,21,70803,135169,9600000,16100,0,1
395000,125000,15,18342,19710,6500000,14878,0,3
675000,125000,16,18353,19700,6500000,14878,0,3
630048,125000,16,18353,19710,6500000,14878,0,3
8e+05,250000,0,34970,44400,5.2e+07,15350,0,7
2200000,2e+05,8,23197,37272,40800000,14146,0,6
237250,187250,4,13015,19733,36666667,11148,0,6
225000,90000,10,10000,16710,17250000,8973,1,6
225000,1e+05,12,37474,43714,28600000,28278,0,3
302530,1e+05,14,35958,42976,26800000,28350,0,3
503959,1e+05,14,35958,42976,26800000,28350,0,3
610000,150000,7,80637,147916,4.6e+07,20940,0,6
3250000,150000,7,80637,147916,4.6e+07,20940,0,6
233750,150000,8,56164,21423,3.4e+07,17470,0,2
220000,150000,8,56164,20600,3.4e+07,17470,0,2
350000,150000,22,45365,17938,7e+06,16800,0,2
263780,185000,8,156852,300482,60500000,33264,0,6
650000,1e+05,17,38241,64239,8400000,10150,0,6
410000,110000,9,58091,110461,3.2e+07,14343,0,6
125000,75000,11,11433,17071,2.6e+07,7120,0,6
4e+05,250000,3,76567,125827,8.2e+07,23280,0,6
380000,250000,15,72120,126352,35400000,27190,0,6
418159,250000,19,24942,42838,7e+06,7965,0,1
286651,125000,14,36616,68845,1.2e+07,11300,0,1
3e+05,250000,17,9749,17298,4530000,10769,0,2
450000,1e+05,14,10948,17485,7200000,7749,0,6
1275000,75000,1,16963,28378,19800000,7953,0,1
425000,75000,11,24248,39645,11600000,11400,0,6
150000,75000,8,17380,28730,11600000,7200,0,1
150000,1e+05,16,7955,13749,8800000,3500,0,6
202317,1e+05,3,8679,3950,2.7e+07,4894,0,3
510000,250000,29,19653,29602,5e+06,12000,1,1
